,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
717,Regular Touch,0.614,0.56,8,-7.841,0,0.129,0.156,1.11e-05,0.118,0.484,93.913,audio_features,0E5DAJkQNjZba4YQDewSOr,spotify:track:0E5DAJkQNjZba4YQDewSOr,https://api.spotify.com/v1/tracks/0E5DAJkQNjZba4YQDewSOr,https://api.spotify.com/v1/audio-analysis/0E5DAJkQNjZba4YQDewSOr,208147,4
718,Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
719,Nearly Lost You,0.166,0.971,7,-5.231,1,0.119,3.84e-05,6.15e-05,0.21,0.434,202.234,audio_features,7qzFXUvBk7lELXuxVREypV,spotify:track:7qzFXUvBk7lELXuxVREypV,https://api.spotify.com/v1/tracks/7qzFXUvBk7lELXuxVREypV,https://api.spotify.com/v1/audio-analysis/7qzFXUvBk7lELXuxVREypV,247093,4
720,I Know There's Gonna Be (Good Times),0.657,0.597,11,-9.919,0,0.168,0.12,0.0,0.477,0.486,89.606,audio_features,2fHFLyzAQYlguX5q0DfKlD,spotify:track:2fHFLyzAQYlguX5q0DfKlD,https://api.spotify.com/v1/tracks/2fHFLyzAQYlguX5q0DfKlD,https://api.spotify.com/v1/audio-analysis/2fHFLyzAQYlguX5q0DfKlD,213622,4
721,Who The Fuck Are Arctic Monkeys?,0.348,0.896,4,-7.63,0,0.0397,0.000216,0.0173,0.168,0.572,132.577,audio_features,05FVS9qqWq2A82fYCtblkt,spotify:track:05FVS9qqWq2A82fYCtblkt,https://api.spotify.com/v1/tracks/05FVS9qqWq2A82fYCtblkt,https://api.spotify.com/v1/audio-analysis/05FVS9qqWq2A82fYCtblkt,336827,4
722,Armageddon It - Remastered 2017,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,audio_features,16MQZkAIAAtI4X5NuiEwuq,spotify:track:16MQZkAIAAtI4X5NuiEwuq,https://api.spotify.com/v1/tracks/16MQZkAIAAtI4X5NuiEwuq,https://api.spotify.com/v1/audio-analysis/16MQZkAIAAtI4X5NuiEwuq,322867,4
723,Dude (Looks Like A Lady),0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,audio_features,6gQUbFwwdYXlKdmqRoWKJe,spotify:track:6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/tracks/6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/audio-analysis/6gQUbFwwdYXlKdmqRoWKJe,265773,4
724,The Sun - LCAW Remix,0.82,0.588,6,-9.026,0,0.0497,0.0463,0.832,0.131,0.754,120.013,audio_features,6uBMuoVBZtguXJlf5XOnWL,spotify:track:6uBMuoVBZtguXJlf5XOnWL,https://api.spotify.com/v1/tracks/6uBMuoVBZtguXJlf5XOnWL,https://api.spotify.com/v1/audio-analysis/6uBMuoVBZtguXJlf5XOnWL,372828,4
725,Prayer in C - Robin Schulz Radio Edit,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,audio_features,5fnA9mkIfScSqHIpeDyvck,spotify:track:5fnA9mkIfScSqHIpeDyvck,https://api.spotify.com/v1/tracks/5fnA9mkIfScSqHIpeDyvck,https://api.spotify.com/v1/audio-analysis/5fnA9mkIfScSqHIpeDyvck,189413,4
726,Crazy Blues,0.436,0.178,5,-13.36,1,0.0448,0.996,0.912,0.259,0.464,111.858,audio_features,5j6tQBJnNG4wLLdVISJ5g2,spotify:track:5j6tQBJnNG4wLLdVISJ5g2,https://api.spotify.com/v1/tracks/5j6tQBJnNG4wLLdVISJ5g2,https://api.spotify.com/v1/audio-analysis/5j6tQBJnNG4wLLdVISJ5g2,202240,4
727,The Falcon,0.616,0.517,7,-9.342,1,0.0231,0.139,0.000367,0.258,0.459,94.029,audio_features,429BXRQcV5OLLcJ3V0B1fK,spotify:track:429BXRQcV5OLLcJ3V0B1fK,https://api.spotify.com/v1/tracks/429BXRQcV5OLLcJ3V0B1fK,https://api.spotify.com/v1/audio-analysis/429BXRQcV5OLLcJ3V0B1fK,303830,4
728,Yesterday's Yesterday,0.708,0.402,6,-9.391,1,0.0321,0.104,0.426,0.0936,0.273,92.044,audio_features,64K2fTK3Ejx3u13rPlHjXd,spotify:track:64K2fTK3Ejx3u13rPlHjXd,https://api.spotify.com/v1/tracks/64K2fTK3Ejx3u13rPlHjXd,https://api.spotify.com/v1/audio-analysis/64K2fTK3Ejx3u13rPlHjXd,168533,4
729,You Can't Miss What You Can't Measure - Alton Miller Mix,0.781,0.724,11,-10.813,0,0.069,0.0786,0.000345,0.0568,0.869,98.497,audio_features,6bjHxv5l46aZ9XWtWmpoBC,spotify:track:6bjHxv5l46aZ9XWtWmpoBC,https://api.spotify.com/v1/tracks/6bjHxv5l46aZ9XWtWmpoBC,https://api.spotify.com/v1/audio-analysis/6bjHxv5l46aZ9XWtWmpoBC,321520,4
730,Si Tu Novio Te Deja Sola,0.718,0.46,3,-9.498,0,0.0711,0.519,0.0,0.0981,0.52,121.927,audio_features,2joKSGkqac0LIwYG9Ghrwq,spotify:track:2joKSGkqac0LIwYG9Ghrwq,https://api.spotify.com/v1/tracks/2joKSGkqac0LIwYG9Ghrwq,https://api.spotify.com/v1/audio-analysis/2joKSGkqac0LIwYG9Ghrwq,243560,4
731,Gravity's Rainbow,0.439,0.881,4,-3.208,0,0.0427,0.000582,0.0113,0.142,0.509,143.088,audio_features,3TRM61i04EmRRqx945pnB0,spotify:track:3TRM61i04EmRRqx945pnB0,https://api.spotify.com/v1/tracks/3TRM61i04EmRRqx945pnB0,https://api.spotify.com/v1/audio-analysis/3TRM61i04EmRRqx945pnB0,156987,4
732,Don't Stop Me Now - Remastered 2011,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,209413,4
733,Plastic Bag Bans,0.554,0.477,0,-8.365,1,0.0344,0.387,0.373,0.0694,0.076,130.043,audio_features,6RiNxE4uHqDpd1yoNogL4f,spotify:track:6RiNxE4uHqDpd1yoNogL4f,https://api.spotify.com/v1/tracks/6RiNxE4uHqDpd1yoNogL4f,https://api.spotify.com/v1/audio-analysis/6RiNxE4uHqDpd1yoNogL4f,209222,3
734,Crazy Train,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,audio_features,7ACxUo21jtTHzy7ZEV56vU,spotify:track:7ACxUo21jtTHzy7ZEV56vU,https://api.spotify.com/v1/tracks/7ACxUo21jtTHzy7ZEV56vU,https://api.spotify.com/v1/audio-analysis/7ACxUo21jtTHzy7ZEV56vU,293183,4
735,Dishes,0.667,0.326,11,-10.192,1,0.072,0.416,1.11e-06,0.123,0.281,90.154,audio_features,3cwXD9KKjanH5y3d4hNDGc,spotify:track:3cwXD9KKjanH5y3d4hNDGc,https://api.spotify.com/v1/tracks/3cwXD9KKjanH5y3d4hNDGc,https://api.spotify.com/v1/audio-analysis/3cwXD9KKjanH5y3d4hNDGc,156653,4
736,Loco,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,audio_features,6osaMSJh9NguagEDQcZaKx,spotify:track:6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/tracks/6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/audio-analysis/6osaMSJh9NguagEDQcZaKx,185195,4
737,The Most Certain Sure,0.646,0.888,5,-5.724,1,0.0366,0.0131,0.257,0.08,0.917,119.982,audio_features,3OVS1hVaNd1ARZ97GVG8ym,spotify:track:3OVS1hVaNd1ARZ97GVG8ym,https://api.spotify.com/v1/tracks/3OVS1hVaNd1ARZ97GVG8ym,https://api.spotify.com/v1/audio-analysis/3OVS1hVaNd1ARZ97GVG8ym,339080,4
738,Confetti,0.733,0.643,9,-6.45,0,0.053,0.178,0.0,0.0609,0.485,107.088,audio_features,40JjCZcdzT9ldZk5DhFqdZ,spotify:track:40JjCZcdzT9ldZk5DhFqdZ,https://api.spotify.com/v1/tracks/40JjCZcdzT9ldZk5DhFqdZ,https://api.spotify.com/v1/audio-analysis/40JjCZcdzT9ldZk5DhFqdZ,185375,4
739,I'm So Sick,0.719,0.387,10,-9.38,0,0.0643,0.891,0.0,0.114,0.17,135.064,audio_features,1ufGqwim7RHxVsdaxuLmAY,spotify:track:1ufGqwim7RHxVsdaxuLmAY,https://api.spotify.com/v1/tracks/1ufGqwim7RHxVsdaxuLmAY,https://api.spotify.com/v1/audio-analysis/1ufGqwim7RHxVsdaxuLmAY,234736,4
740,Red Socks Pugie,0.539,0.903,2,-6.745,0,0.049,0.145,0.000687,0.0879,0.381,156.978,audio_features,7I47HANN2FITxyANkTtPLd,spotify:track:7I47HANN2FITxyANkTtPLd,https://api.spotify.com/v1/tracks/7I47HANN2FITxyANkTtPLd,https://api.spotify.com/v1/audio-analysis/7I47HANN2FITxyANkTtPLd,315253,4
741,Here Without You,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,audio_features,3NLrRZoMF0Lx6zTlYqeIo4,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,238733,4
742,Personal Space,0.645,0.848,7,-6.913,1,0.0351,0.00254,0.956,0.0868,0.0383,122.011,audio_features,3TYNQdnAM85I6P9UegzYKo,spotify:track:3TYNQdnAM85I6P9UegzYKo,https://api.spotify.com/v1/tracks/3TYNQdnAM85I6P9UegzYKo,https://api.spotify.com/v1/audio-analysis/3TYNQdnAM85I6P9UegzYKo,301296,4
743,Introductory Movement - Portrait Version,0.19,0.142,2,-23.84,1,0.0415,0.748,0.543,0.0927,0.0344,80.032,audio_features,4mda8fSor1pzgYIXKE6yjs,spotify:track:4mda8fSor1pzgYIXKE6yjs,https://api.spotify.com/v1/tracks/4mda8fSor1pzgYIXKE6yjs,https://api.spotify.com/v1/audio-analysis/4mda8fSor1pzgYIXKE6yjs,434573,4
744,I Get Around (Mono),0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,audio_features,3v9xlH6BpmRbqL7hgNJhfT,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/tracks/3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/audio-analysis/3v9xlH6BpmRbqL7hgNJhfT,134387,4
745,Fallen Leaves,0.71,0.811,3,-4.079,1,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,audio_features,3jUTjCISntIUFL8jnAjzgc,spotify:track:3jUTjCISntIUFL8jnAjzgc,https://api.spotify.com/v1/tracks/3jUTjCISntIUFL8jnAjzgc,https://api.spotify.com/v1/audio-analysis/3jUTjCISntIUFL8jnAjzgc,199200,4
746,Cream on Chrome,0.794,0.687,7,-5.028,0,0.0746,0.0395,0.4,0.115,0.787,100.253,audio_features,0YV1vuvUaDye3prszC67BG,spotify:track:0YV1vuvUaDye3prszC67BG,https://api.spotify.com/v1/tracks/0YV1vuvUaDye3prszC67BG,https://api.spotify.com/v1/audio-analysis/0YV1vuvUaDye3prszC67BG,255984,4
747,Havana to Vienna,0.456,0.0977,8,-28.165,1,0.036,0.749,0.922,0.0928,0.0928,113.802,audio_features,1QQ28FpQKsSU27aB1yKoON,spotify:track:1QQ28FpQKsSU27aB1yKoON,https://api.spotify.com/v1/tracks/1QQ28FpQKsSU27aB1yKoON,https://api.spotify.com/v1/audio-analysis/1QQ28FpQKsSU27aB1yKoON,312587,4
748,Belém,0.77,0.67,11,-10.602,0,0.0763,0.14,0.876,0.101,0.304,99.958,audio_features,74D5pms3OKB8xEem6KwLdY,spotify:track:74D5pms3OKB8xEem6KwLdY,https://api.spotify.com/v1/tracks/74D5pms3OKB8xEem6KwLdY,https://api.spotify.com/v1/audio-analysis/74D5pms3OKB8xEem6KwLdY,125400,4
749,Panic - 2011 Remaster,0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,audio_features,64D3dzWyj0GpQT1AHx4kbK,spotify:track:64D3dzWyj0GpQT1AHx4kbK,https://api.spotify.com/v1/tracks/64D3dzWyj0GpQT1AHx4kbK,https://api.spotify.com/v1/audio-analysis/64D3dzWyj0GpQT1AHx4kbK,140507,4
750,Mice,0.84,0.54,8,-5.996,1,0.398,0.269,0.0,0.055,0.779,105.949,audio_features,07SFiPNu6hQ98zLyDZThC1,spotify:track:07SFiPNu6hQ98zLyDZThC1,https://api.spotify.com/v1/tracks/07SFiPNu6hQ98zLyDZThC1,https://api.spotify.com/v1/audio-analysis/07SFiPNu6hQ98zLyDZThC1,176604,4
751,Dance Little Liar,0.538,0.607,1,-9.133,0,0.0352,0.0586,0.769,0.0975,0.543,100.158,audio_features,3u16Clmxz7dJpnQWXXynok,spotify:track:3u16Clmxz7dJpnQWXXynok,https://api.spotify.com/v1/tracks/3u16Clmxz7dJpnQWXXynok,https://api.spotify.com/v1/audio-analysis/3u16Clmxz7dJpnQWXXynok,283493,4
752,MALDITA POBREZA,0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,audio_features,0Lsis3LB0XAK6XlTHXaJk2,spotify:track:0Lsis3LB0XAK6XlTHXaJk2,https://api.spotify.com/v1/tracks/0Lsis3LB0XAK6XlTHXaJk2,https://api.spotify.com/v1/audio-analysis/0Lsis3LB0XAK6XlTHXaJk2,213609,4
753,Look At Me!,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,audio_features,7floNISpH8VF4z4459Qo18,spotify:track:7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/tracks/7floNISpH8VF4z4459Qo18,https://api.spotify.com/v1/audio-analysis/7floNISpH8VF4z4459Qo18,126346,4
754,Sparrow,0.478,0.115,7,-17.982,0,0.0471,0.99,0.945,0.116,0.286,95.4,audio_features,2zFYk6wwcF2fTXrvsMaeEP,spotify:track:2zFYk6wwcF2fTXrvsMaeEP,https://api.spotify.com/v1/tracks/2zFYk6wwcF2fTXrvsMaeEP,https://api.spotify.com/v1/audio-analysis/2zFYk6wwcF2fTXrvsMaeEP,130308,1
755,One of These Places,0.772,0.727,5,-7.6,1,0.0906,0.0235,8.84e-06,0.266,0.836,126.005,audio_features,632QnAylHb0kUgbqsjfGvp,spotify:track:632QnAylHb0kUgbqsjfGvp,https://api.spotify.com/v1/tracks/632QnAylHb0kUgbqsjfGvp,https://api.spotify.com/v1/audio-analysis/632QnAylHb0kUgbqsjfGvp,211622,4
756,La Complicidad,0.641,0.744,9,-5.636,1,0.0942,0.155,1.86e-05,0.148,0.669,129.01,audio_features,0yAc7tMrxA3KwdVpVDe402,spotify:track:0yAc7tMrxA3KwdVpVDe402,https://api.spotify.com/v1/tracks/0yAc7tMrxA3KwdVpVDe402,https://api.spotify.com/v1/audio-analysis/0yAc7tMrxA3KwdVpVDe402,364960,4
757,Tears Dry On Their Own - Acoustic,0.704,0.588,1,-8.13,0,0.0467,0.0513,0.0,0.105,0.708,125.965,audio_features,2fmX8wqq1dOUEvsWDaPFSP,spotify:track:2fmX8wqq1dOUEvsWDaPFSP,https://api.spotify.com/v1/tracks/2fmX8wqq1dOUEvsWDaPFSP,https://api.spotify.com/v1/audio-analysis/2fmX8wqq1dOUEvsWDaPFSP,196632,4
758,Off the Grid,0.679,0.533,10,-8.454,1,0.0766,0.313,0.0336,0.171,0.521,83.502,audio_features,3U62bHMhP7bKAFYMkn3fNx,spotify:track:3U62bHMhP7bKAFYMkn3fNx,https://api.spotify.com/v1/tracks/3U62bHMhP7bKAFYMkn3fNx,https://api.spotify.com/v1/audio-analysis/3U62bHMhP7bKAFYMkn3fNx,200303,4
759,Hold On,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,audio_features,4u4NyuceXP7Uzh7XFJKCr1,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/tracks/4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/audio-analysis/4u4NyuceXP7Uzh7XFJKCr1,170813,4
760,The Keeper,0.385,0.407,0,-8.023,1,0.0279,0.356,0.0,0.0584,0.32,101.982,audio_features,7utqggka2396GeGAjJzVkQ,spotify:track:7utqggka2396GeGAjJzVkQ,https://api.spotify.com/v1/tracks/7utqggka2396GeGAjJzVkQ,https://api.spotify.com/v1/audio-analysis/7utqggka2396GeGAjJzVkQ,189547,4
761,Love's Not an Obstacle,0.874,0.209,7,-12.42,0,0.0703,0.0856,0.778,0.0924,0.518,130.042,audio_features,6CQhGipEkIjBkLQoJOcKB2,spotify:track:6CQhGipEkIjBkLQoJOcKB2,https://api.spotify.com/v1/tracks/6CQhGipEkIjBkLQoJOcKB2,https://api.spotify.com/v1/audio-analysis/6CQhGipEkIjBkLQoJOcKB2,195440,4
762,Something Soon,0.547,0.469,11,-6.605,0,0.0307,0.0353,0.381,0.114,0.171,129.943,audio_features,1L2U62lhBK991jQJ1uecD5,spotify:track:1L2U62lhBK991jQJ1uecD5,https://api.spotify.com/v1/tracks/1L2U62lhBK991jQJ1uecD5,https://api.spotify.com/v1/audio-analysis/1L2U62lhBK991jQJ1uecD5,260427,4
763,Past Life,0.612,0.539,3,-5.071,1,0.0488,0.104,0.0,0.18,0.294,79.948,audio_features,4P6IttK2PRBjyr3fm0pP7t,spotify:track:4P6IttK2PRBjyr3fm0pP7t,https://api.spotify.com/v1/tracks/4P6IttK2PRBjyr3fm0pP7t,https://api.spotify.com/v1/audio-analysis/4P6IttK2PRBjyr3fm0pP7t,186480,4
764,The Inquisitor,0.109,0.284,3,-12.022,1,0.0333,0.778,0.972,0.218,0.658,73.455,audio_features,3Wn8rQ7scxADTAaab4xWQN,spotify:track:3Wn8rQ7scxADTAaab4xWQN,https://api.spotify.com/v1/tracks/3Wn8rQ7scxADTAaab4xWQN,https://api.spotify.com/v1/audio-analysis/3Wn8rQ7scxADTAaab4xWQN,35333,4
765,Talawanda,0.316,0.0196,8,-17.519,1,0.0491,0.957,0.94,0.113,0.12,65.794,audio_features,0y3yFju7xqGgYx6TD0ygau,spotify:track:0y3yFju7xqGgYx6TD0ygau,https://api.spotify.com/v1/tracks/0y3yFju7xqGgYx6TD0ygau,https://api.spotify.com/v1/audio-analysis/0y3yFju7xqGgYx6TD0ygau,189875,4
766,Iris,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
767,"Clair de Lune, L. 32",0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,audio_features,5u5aVJKjSMJr4zesMPz7bL,spotify:track:5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/tracks/5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/audio-analysis/5u5aVJKjSMJr4zesMPz7bL,268000,4
768,Born Under a Bad Sign,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,audio_features,3ocm1Cf1Dk1ODrdBdybh82,spotify:track:3ocm1Cf1Dk1ODrdBdybh82,https://api.spotify.com/v1/tracks/3ocm1Cf1Dk1ODrdBdybh82,https://api.spotify.com/v1/audio-analysis/3ocm1Cf1Dk1ODrdBdybh82,169998,4
769,Wish You Were Here,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,7aE5WXu5sFeNRh3Z05wwu4,spotify:track:7aE5WXu5sFeNRh3Z05wwu4,https://api.spotify.com/v1/tracks/7aE5WXu5sFeNRh3Z05wwu4,https://api.spotify.com/v1/audio-analysis/7aE5WXu5sFeNRh3Z05wwu4,334744,4
770,You Can Call Me Al,0.776,0.778,5,-8.11,1,0.0521,0.196,0.00682,0.0853,0.842,128.459,audio_features,28QBbTgu5GUEO7Wr9fV7Vi,spotify:track:28QBbTgu5GUEO7Wr9fV7Vi,https://api.spotify.com/v1/tracks/28QBbTgu5GUEO7Wr9fV7Vi,https://api.spotify.com/v1/audio-analysis/28QBbTgu5GUEO7Wr9fV7Vi,280000,4
771,Bicycle Race - Remastered 2011,0.463,0.671,3,-6.438,1,0.0683,0.0626,0.0,0.0947,0.633,84.28,audio_features,5CTAcf8aS0a0sIsDwQRF9C,spotify:track:5CTAcf8aS0a0sIsDwQRF9C,https://api.spotify.com/v1/tracks/5CTAcf8aS0a0sIsDwQRF9C,https://api.spotify.com/v1/audio-analysis/5CTAcf8aS0a0sIsDwQRF9C,180813,4
772,Gwennilied - Portrait Version,0.0739,0.115,8,-18.809,0,0.036,0.933,0.179,0.147,0.107,74.294,audio_features,4LqjbOXJuZRyJv7eAJlWYX,spotify:track:4LqjbOXJuZRyJv7eAJlWYX,https://api.spotify.com/v1/tracks/4LqjbOXJuZRyJv7eAJlWYX,https://api.spotify.com/v1/audio-analysis/4LqjbOXJuZRyJv7eAJlWYX,273093,4
773,Whisper,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,audio_features,6rSuL1ViLO7Aljn2WD09s4,spotify:track:6rSuL1ViLO7Aljn2WD09s4,https://api.spotify.com/v1/tracks/6rSuL1ViLO7Aljn2WD09s4,https://api.spotify.com/v1/audio-analysis/6rSuL1ViLO7Aljn2WD09s4,204347,4
774,Remains,0.411,0.405,9,-6.842,0,0.0313,0.152,0.0,0.11,0.142,110.133,audio_features,6G43t8BCjmJyPGwNrAAPPV,spotify:track:6G43t8BCjmJyPGwNrAAPPV,https://api.spotify.com/v1/tracks/6G43t8BCjmJyPGwNrAAPPV,https://api.spotify.com/v1/audio-analysis/6G43t8BCjmJyPGwNrAAPPV,279247,4
775,2013,0.634,0.669,8,-5.419,1,0.318,0.293,0.0,0.127,0.352,95.353,audio_features,5mRVqpNeDTyb7yQLstRrZx,spotify:track:5mRVqpNeDTyb7yQLstRrZx,https://api.spotify.com/v1/tracks/5mRVqpNeDTyb7yQLstRrZx,https://api.spotify.com/v1/audio-analysis/5mRVqpNeDTyb7yQLstRrZx,234053,4
776,The Magnificent Seven - Remastered,0.799,0.789,0,-8.208,1,0.0395,0.0595,0.0,0.0338,0.831,116.083,audio_features,3Ro71R8Vpy166E2PuQDSc8,spotify:track:3Ro71R8Vpy166E2PuQDSc8,https://api.spotify.com/v1/tracks/3Ro71R8Vpy166E2PuQDSc8,https://api.spotify.com/v1/audio-analysis/3Ro71R8Vpy166E2PuQDSc8,333520,4
777,Surf City - Remastered 1990/Stereo Remix,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,audio_features,4ZzXPeOfMXk0iKNQGdlzDq,spotify:track:4ZzXPeOfMXk0iKNQGdlzDq,https://api.spotify.com/v1/tracks/4ZzXPeOfMXk0iKNQGdlzDq,https://api.spotify.com/v1/audio-analysis/4ZzXPeOfMXk0iKNQGdlzDq,163027,4
778,Hey Ya! - Radio Mix,0.874,0.59,5,-4.972,0,0.0474,0.129,0.000128,0.0502,0.608,125.978,audio_features,2gnP10XdjvCyshnV1qODWQ,spotify:track:2gnP10XdjvCyshnV1qODWQ,https://api.spotify.com/v1/tracks/2gnP10XdjvCyshnV1qODWQ,https://api.spotify.com/v1/audio-analysis/2gnP10XdjvCyshnV1qODWQ,236093,4
779,Tilidin,0.631,0.673,6,-4.892,0,0.384,0.407,0.0,0.154,0.721,83.504,audio_features,1VEMUkGFio5uURvN8x1DZJ,spotify:track:1VEMUkGFio5uURvN8x1DZJ,https://api.spotify.com/v1/tracks/1VEMUkGFio5uURvN8x1DZJ,https://api.spotify.com/v1/audio-analysis/1VEMUkGFio5uURvN8x1DZJ,172036,4
780,Ándale,0.821,0.687,3,-7.474,0,0.0951,0.165,0.0,0.161,0.436,99.977,audio_features,1HPSiGYqd6cSsMcXE1ouSy,spotify:track:1HPSiGYqd6cSsMcXE1ouSy,https://api.spotify.com/v1/tracks/1HPSiGYqd6cSsMcXE1ouSy,https://api.spotify.com/v1/audio-analysis/1HPSiGYqd6cSsMcXE1ouSy,156083,4
781,Call on Me,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,audio_features,1xNcBAoUw8Hz6LqK2jt4Ff,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff,https://api.spotify.com/v1/audio-analysis/1xNcBAoUw8Hz6LqK2jt4Ff,171360,4
782,Down The Dirt Road Blues,0.473,0.281,1,-11.337,1,0.0354,0.97,0.0936,0.11,0.523,119.161,audio_features,4sCCIP8eG3HVizWnm1SQ0G,spotify:track:4sCCIP8eG3HVizWnm1SQ0G,https://api.spotify.com/v1/tracks/4sCCIP8eG3HVizWnm1SQ0G,https://api.spotify.com/v1/audio-analysis/4sCCIP8eG3HVizWnm1SQ0G,174576,4
783,Albatross,0.468,0.105,6,-16.289,0,0.0327,0.804,0.874,0.109,0.25,67.168,audio_features,3iZ5twPwvFeOUQA4Deu8tP,spotify:track:3iZ5twPwvFeOUQA4Deu8tP,https://api.spotify.com/v1/tracks/3iZ5twPwvFeOUQA4Deu8tP,https://api.spotify.com/v1/audio-analysis/3iZ5twPwvFeOUQA4Deu8tP,190107,4
784,Tomorrow,0.725,0.0646,11,-19.822,1,0.0567,0.652,0.809,0.113,0.304,87.056,audio_features,2gKR5u1v3aawKaKlTsT3cK,spotify:track:2gKR5u1v3aawKaKlTsT3cK,https://api.spotify.com/v1/tracks/2gKR5u1v3aawKaKlTsT3cK,https://api.spotify.com/v1/audio-analysis/2gKR5u1v3aawKaKlTsT3cK,60561,4
785,Love Illumination,0.53,0.864,4,-3.323,0,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,audio_features,06Qha323s06okpZ4LmMX7P,spotify:track:06Qha323s06okpZ4LmMX7P,https://api.spotify.com/v1/tracks/06Qha323s06okpZ4LmMX7P,https://api.spotify.com/v1/audio-analysis/06Qha323s06okpZ4LmMX7P,222282,4
786,Short Dressed Woman,0.767,0.496,10,-11.399,1,0.0307,0.237,0.0723,0.0853,0.751,110.932,audio_features,6tilCYbheGMHo3Hw4F22hF,spotify:track:6tilCYbheGMHo3Hw4F22hF,https://api.spotify.com/v1/tracks/6tilCYbheGMHo3Hw4F22hF,https://api.spotify.com/v1/audio-analysis/6tilCYbheGMHo3Hw4F22hF,252133,4
787,Gap in the Clouds,0.576,0.535,9,-8.392,1,0.041,0.588,0.0106,0.31,0.196,139.939,audio_features,7l5j3FapCyr6HxUgoAynM2,spotify:track:7l5j3FapCyr6HxUgoAynM2,https://api.spotify.com/v1/tracks/7l5j3FapCyr6HxUgoAynM2,https://api.spotify.com/v1/audio-analysis/7l5j3FapCyr6HxUgoAynM2,280074,4
