,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
647,Credulidad,0.589,0.153,3,-14.3,0,0.031,0.791,0.0,0.128,0.184,94.163,audio_features,4i87tdrWu3qma3Wj7AEzeD,spotify:track:4i87tdrWu3qma3Wj7AEzeD,https://api.spotify.com/v1/tracks/4i87tdrWu3qma3Wj7AEzeD,https://api.spotify.com/v1/audio-analysis/4i87tdrWu3qma3Wj7AEzeD,184693,4
648,mad woman,0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-05,0.114,0.506,141.916,audio_features,2QDyYdZyhlP2fp79KZX8Bi,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,https://api.spotify.com/v1/tracks/2QDyYdZyhlP2fp79KZX8Bi,https://api.spotify.com/v1/audio-analysis/2QDyYdZyhlP2fp79KZX8Bi,237258,4
649,La vie en rose - Single Version,0.507,0.0779,0,-12.099,1,0.0544,0.866,0.00275,0.108,0.326,70.808,audio_features,1UH4viviUjZnS9aWgPGrk0,spotify:track:1UH4viviUjZnS9aWgPGrk0,https://api.spotify.com/v1/tracks/1UH4viviUjZnS9aWgPGrk0,https://api.spotify.com/v1/audio-analysis/1UH4viviUjZnS9aWgPGrk0,204400,4
650,Babushka Boi,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,audio_features,643PW82aBMUa1FiWi5VQY7,spotify:track:643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/tracks/643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/audio-analysis/643PW82aBMUa1FiWi5VQY7,187105,4
651,Diamond,0.697,0.503,11,-11.113,0,0.0567,0.81,0.000406,0.0952,0.527,114.028,audio_features,4RPDuJjObb7oIwHkV7XkV5,spotify:track:4RPDuJjObb7oIwHkV7XkV5,https://api.spotify.com/v1/tracks/4RPDuJjObb7oIwHkV7XkV5,https://api.spotify.com/v1/audio-analysis/4RPDuJjObb7oIwHkV7XkV5,179000,4
652,Amsterdam,0.592,0.649,0,-7.689,1,0.0364,0.206,0.0,0.0912,0.64,120.127,audio_features,0z27XhifVylJ17nEUNgA6F,spotify:track:0z27XhifVylJ17nEUNgA6F,https://api.spotify.com/v1/tracks/0z27XhifVylJ17nEUNgA6F,https://api.spotify.com/v1/audio-analysis/0z27XhifVylJ17nEUNgA6F,281400,4
653,Happy To Help,0.722,0.382,1,-15.275,1,0.682,0.689,0.693,0.0639,0.541,120.054,audio_features,3X55wToVhDnQ0Tlt2OU9Sz,spotify:track:3X55wToVhDnQ0Tlt2OU9Sz,https://api.spotify.com/v1/tracks/3X55wToVhDnQ0Tlt2OU9Sz,https://api.spotify.com/v1/audio-analysis/3X55wToVhDnQ0Tlt2OU9Sz,112053,4
654,Sobredosis de T.V. - Remasterizado 2007,0.764,0.797,11,-3.691,1,0.0336,0.0314,0.342,0.0554,0.894,124.72,audio_features,0aUATjSSGs7kJ7DK3J8x99,spotify:track:0aUATjSSGs7kJ7DK3J8x99,https://api.spotify.com/v1/tracks/0aUATjSSGs7kJ7DK3J8x99,https://api.spotify.com/v1/audio-analysis/0aUATjSSGs7kJ7DK3J8x99,249053,4
655,meditate minds,0.56,0.364,9,-9.338,0,0.0959,0.377,0.874,0.0869,0.408,68.457,audio_features,5Y4nAJYenoA15vWtRJllMP,spotify:track:5Y4nAJYenoA15vWtRJllMP,https://api.spotify.com/v1/tracks/5Y4nAJYenoA15vWtRJllMP,https://api.spotify.com/v1/audio-analysis/5Y4nAJYenoA15vWtRJllMP,137143,0
656,Los Libros de la Buena Memoria,0.414,0.216,4,-12.573,0,0.0453,0.355,0.0,0.286,0.122,168.09,audio_features,649a4t4L3MuUgNqr9BFPzT,spotify:track:649a4t4L3MuUgNqr9BFPzT,https://api.spotify.com/v1/tracks/649a4t4L3MuUgNqr9BFPzT,https://api.spotify.com/v1/audio-analysis/649a4t4L3MuUgNqr9BFPzT,308733,3
657,"Weiter, weiter",0.552,0.871,7,-2.917,1,0.0259,0.0124,0.0,0.248,0.885,114.009,audio_features,75zqu0ugtQKfXaTpKX2RRw,spotify:track:75zqu0ugtQKfXaTpKX2RRw,https://api.spotify.com/v1/tracks/75zqu0ugtQKfXaTpKX2RRw,https://api.spotify.com/v1/audio-analysis/75zqu0ugtQKfXaTpKX2RRw,234788,4
658,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509,audio_features,4LloVtxNZpeh7q7xdi1DQc,spotify:track:4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,263573,4
659,Jedi Master Luminara,0.0757,0.196,7,-9.056,0,0.0403,0.592,0.883,0.111,0.0371,79.991,audio_features,69nzyxwXTwILlSRCQG5sQC,spotify:track:69nzyxwXTwILlSRCQG5sQC,https://api.spotify.com/v1/tracks/69nzyxwXTwILlSRCQG5sQC,https://api.spotify.com/v1/audio-analysis/69nzyxwXTwILlSRCQG5sQC,126787,4
660,Cantata de Puentes Amarillos,0.495,0.116,2,-16.043,1,0.0405,0.672,0.0,0.0977,0.343,98.101,audio_features,7BCQ7bfdNpCdLmlvEGUfSG,spotify:track:7BCQ7bfdNpCdLmlvEGUfSG,https://api.spotify.com/v1/tracks/7BCQ7bfdNpCdLmlvEGUfSG,https://api.spotify.com/v1/audio-analysis/7BCQ7bfdNpCdLmlvEGUfSG,547960,4
661,Eu Tein,0.787,0.665,11,-7.89,0,0.0501,0.582,1.21e-05,0.0354,0.949,99.967,audio_features,2BMooPnGWTUMSKuT4EI4xT,spotify:track:2BMooPnGWTUMSKuT4EI4xT,https://api.spotify.com/v1/tracks/2BMooPnGWTUMSKuT4EI4xT,https://api.spotify.com/v1/audio-analysis/2BMooPnGWTUMSKuT4EI4xT,242320,4
662,Faust Arp,0.337,0.288,9,-13.477,0,0.0321,0.84,0.199,0.0964,0.225,105.036,audio_features,15irEKZ9D6FQqLoZ1qJ1Cx,spotify:track:15irEKZ9D6FQqLoZ1qJ1Cx,https://api.spotify.com/v1/tracks/15irEKZ9D6FQqLoZ1qJ1Cx,https://api.spotify.com/v1/audio-analysis/15irEKZ9D6FQqLoZ1qJ1Cx,129680,4
663,American Boy,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4
664,Living After Midnight,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,audio_features,0IXpUl1fn2QZcBavfuq0H4,spotify:track:0IXpUl1fn2QZcBavfuq0H4,https://api.spotify.com/v1/tracks/0IXpUl1fn2QZcBavfuq0H4,https://api.spotify.com/v1/audio-analysis/0IXpUl1fn2QZcBavfuq0H4,210133,4
665,Hot Night Crash,0.385,0.932,1,-3.329,1,0.0462,0.000112,1.15e-05,0.301,0.784,162.129,audio_features,6oZ7cIZpIMD6EGX86CLm9l,spotify:track:6oZ7cIZpIMD6EGX86CLm9l,https://api.spotify.com/v1/tracks/6oZ7cIZpIMD6EGX86CLm9l,https://api.spotify.com/v1/audio-analysis/6oZ7cIZpIMD6EGX86CLm9l,161840,4
666,Little Wing,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,audio_features,1Eolhana7nKHYpcYpdVcT5,spotify:track:1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5,145747,4
667,Love Me Again,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5TbzAWWc5eJaANpA9kfGCd,spotify:track:5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/tracks/5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/audio-analysis/5TbzAWWc5eJaANpA9kfGCd,239894,4
668,Everywhere - 2017 Remaster,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,audio_features,254bXAqt3zP6P50BdQvEsq,spotify:track:254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq,226653,4
669,Los Calientes,0.61,0.921,4,-4.184,0,0.0349,0.00352,0.341,0.223,0.631,108.032,audio_features,7L2arBxHMxVXbWQzaHKgnY,spotify:track:7L2arBxHMxVXbWQzaHKgnY,https://api.spotify.com/v1/tracks/7L2arBxHMxVXbWQzaHKgnY,https://api.spotify.com/v1/audio-analysis/7L2arBxHMxVXbWQzaHKgnY,277011,4
670,Jerks,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,audio_features,2MlOUXmcofMackX3bxfSwi,spotify:track:2MlOUXmcofMackX3bxfSwi,https://api.spotify.com/v1/tracks/2MlOUXmcofMackX3bxfSwi,https://api.spotify.com/v1/audio-analysis/2MlOUXmcofMackX3bxfSwi,342613,4
671,Inside Out,0.692,0.745,0,-3.556,0,0.0838,0.0671,0.0,0.0658,0.605,102.058,audio_features,3dqe8FDx7F1yxNY4LldJ7R,spotify:track:3dqe8FDx7F1yxNY4LldJ7R,https://api.spotify.com/v1/tracks/3dqe8FDx7F1yxNY4LldJ7R,https://api.spotify.com/v1/audio-analysis/3dqe8FDx7F1yxNY4LldJ7R,188800,4
672,El Tesoro - Acústico,0.636,0.332,2,-10.499,1,0.0296,0.638,0.00036,0.0984,0.263,100.16,audio_features,5PNsvpWfizCAbohxvev8jW,spotify:track:5PNsvpWfizCAbohxvev8jW,https://api.spotify.com/v1/tracks/5PNsvpWfizCAbohxvev8jW,https://api.spotify.com/v1/audio-analysis/5PNsvpWfizCAbohxvev8jW,320600,4
673,Time Won't Wait,0.745,0.856,9,-4.773,0,0.0338,0.0119,0.0,0.0566,0.71,119.983,audio_features,2TCJXmCg6l5Xcp7zb3lVnO,spotify:track:2TCJXmCg6l5Xcp7zb3lVnO,https://api.spotify.com/v1/tracks/2TCJXmCg6l5Xcp7zb3lVnO,https://api.spotify.com/v1/audio-analysis/2TCJXmCg6l5Xcp7zb3lVnO,200000,4
674,Qui es-tu ?,0.684,0.638,11,-7.831,0,0.0327,0.351,0.0362,0.0713,0.791,94.998,audio_features,5l2iRtaKPazsXIhxgrrFMD,spotify:track:5l2iRtaKPazsXIhxgrrFMD,https://api.spotify.com/v1/tracks/5l2iRtaKPazsXIhxgrrFMD,https://api.spotify.com/v1/audio-analysis/5l2iRtaKPazsXIhxgrrFMD,241895,4
675,When The Sun Goes Down,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,audio_features,2zzLRQ78kKfPTx8FJQCdC2,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,202133,4
676,Gentleman of the Year,0.622,0.948,11,-5.606,0,0.0393,0.000257,0.00611,0.602,0.782,120.13,audio_features,0y3CXZEsj7Z2dQLiRiuN47,spotify:track:0y3CXZEsj7Z2dQLiRiuN47,https://api.spotify.com/v1/tracks/0y3CXZEsj7Z2dQLiRiuN47,https://api.spotify.com/v1/audio-analysis/0y3CXZEsj7Z2dQLiRiuN47,248293,4
677,"12 Etudes, Op.25: No.1 In A Flat Major - ""Harp Study""",0.145,0.121,8,-22.912,1,0.0461,0.99,0.883,0.0665,0.0356,70.231,audio_features,5FlPYxvJrZSvGulKMHVzcF,spotify:track:5FlPYxvJrZSvGulKMHVzcF,https://api.spotify.com/v1/tracks/5FlPYxvJrZSvGulKMHVzcF,https://api.spotify.com/v1/audio-analysis/5FlPYxvJrZSvGulKMHVzcF,173013,4
678,Un-Reborn Again,0.42,0.752,7,-5.002,0,0.0386,0.0169,0.0203,0.117,0.459,111.098,audio_features,5zCc59tad3beSrCLtkvtni,spotify:track:5zCc59tad3beSrCLtkvtni,https://api.spotify.com/v1/tracks/5zCc59tad3beSrCLtkvtni,https://api.spotify.com/v1/audio-analysis/5zCc59tad3beSrCLtkvtni,400711,4
679,The Chicken,0.766,0.281,1,-8.698,1,0.623,0.814,0.0415,0.0882,0.556,137.246,audio_features,4SgacK8EAeeP6tYklRIzJx,spotify:track:4SgacK8EAeeP6tYklRIzJx,https://api.spotify.com/v1/tracks/4SgacK8EAeeP6tYklRIzJx,https://api.spotify.com/v1/audio-analysis/4SgacK8EAeeP6tYklRIzJx,60109,4
680,Watermelon Man,0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,audio_features,2zQl59dZMzwhrmeSBEgiXY,spotify:track:2zQl59dZMzwhrmeSBEgiXY,https://api.spotify.com/v1/tracks/2zQl59dZMzwhrmeSBEgiXY,https://api.spotify.com/v1/audio-analysis/2zQl59dZMzwhrmeSBEgiXY,388960,4
681,Of Matter - Proxy,0.511,0.809,6,-8.618,0,0.0721,0.00309,0.249,0.451,0.112,117.964,audio_features,6CfwYtEnSDgMxosLZ5Vbiu,spotify:track:6CfwYtEnSDgMxosLZ5Vbiu,https://api.spotify.com/v1/tracks/6CfwYtEnSDgMxosLZ5Vbiu,https://api.spotify.com/v1/audio-analysis/6CfwYtEnSDgMxosLZ5Vbiu,304787,3
682,Heartache Tonight - 2013 Remaster,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,audio_features,2bzgKuK3pVez40qUvo8sYr,spotify:track:2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/tracks/2bzgKuK3pVez40qUvo8sYr,https://api.spotify.com/v1/audio-analysis/2bzgKuK3pVez40qUvo8sYr,265678,4
683,Blue Boy,0.489,0.793,10,-5.848,1,0.0421,0.444,0.3,0.213,0.603,81.326,audio_features,1CKm95B5JmaSCnZLquInM4,spotify:track:1CKm95B5JmaSCnZLquInM4,https://api.spotify.com/v1/tracks/1CKm95B5JmaSCnZLquInM4,https://api.spotify.com/v1/audio-analysis/1CKm95B5JmaSCnZLquInM4,126224,4
684,This Orient,0.483,0.904,2,-4.986,1,0.0326,0.000662,9.29e-05,0.165,0.568,155.017,audio_features,71LaX8P6NI4dS03y4Pu3rh,spotify:track:71LaX8P6NI4dS03y4Pu3rh,https://api.spotify.com/v1/tracks/71LaX8P6NI4dS03y4Pu3rh,https://api.spotify.com/v1/audio-analysis/71LaX8P6NI4dS03y4Pu3rh,242773,4
685,Low Down Rolling Stone,0.337,0.809,0,-2.969,0,0.0327,0.00738,0.000272,0.319,0.319,145.879,audio_features,59oXRNRnmmTbwgkZkV7l4g,spotify:track:59oXRNRnmmTbwgkZkV7l4g,https://api.spotify.com/v1/tracks/59oXRNRnmmTbwgkZkV7l4g,https://api.spotify.com/v1/audio-analysis/59oXRNRnmmTbwgkZkV7l4g,258200,4
686,A Marte,0.72,0.96,7,-6.464,1,0.11,0.114,0.0,0.294,0.484,136.008,audio_features,4jT1jt9doFkHioj1Gr9qZ7,spotify:track:4jT1jt9doFkHioj1Gr9qZ7,https://api.spotify.com/v1/tracks/4jT1jt9doFkHioj1Gr9qZ7,https://api.spotify.com/v1/audio-analysis/4jT1jt9doFkHioj1Gr9qZ7,173372,4
687,Upside Down (feat. Grouplove),0.568,0.557,2,-8.479,1,0.033,0.0425,0.00748,0.299,0.251,110.051,audio_features,64KthVcRCsFIMIPDsnHzrq,spotify:track:64KthVcRCsFIMIPDsnHzrq,https://api.spotify.com/v1/tracks/64KthVcRCsFIMIPDsnHzrq,https://api.spotify.com/v1/audio-analysis/64KthVcRCsFIMIPDsnHzrq,253965,4
688,Tainted Love,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,audio_features,0cGG2EouYCEEC3xfa0tDFV,spotify:track:0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,153800,4
689,After Glow,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,audio_features,0E4Y1XIbs8GrAT1YqVy6dq,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/tracks/0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/audio-analysis/0E4Y1XIbs8GrAT1YqVy6dq,185487,4
690,Still Don’t Seem To Care,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,audio_features,0QwZfbw26QeUoIy82Z2jYp,spotify:track:0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/tracks/0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/audio-analysis/0QwZfbw26QeUoIy82Z2jYp,166267,4
691,Falling,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,audio_features,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382,4
692,Kanan at the Gate,0.233,0.47,7,-8.772,0,0.0333,0.0493,0.793,0.0915,0.111,106.631,audio_features,602ZOZbYBhorRhPY0XBGcI,spotify:track:602ZOZbYBhorRhPY0XBGcI,https://api.spotify.com/v1/tracks/602ZOZbYBhorRhPY0XBGcI,https://api.spotify.com/v1/audio-analysis/602ZOZbYBhorRhPY0XBGcI,147067,3
693,Wolke 10,0.77,0.797,10,-4.985,0,0.0693,0.0662,3.81e-06,0.0858,0.393,100.003,audio_features,200cTjC6si5Xz9af2QeHi2,spotify:track:200cTjC6si5Xz9af2QeHi2,https://api.spotify.com/v1/tracks/200cTjC6si5Xz9af2QeHi2,https://api.spotify.com/v1/audio-analysis/200cTjC6si5Xz9af2QeHi2,172827,4
694,Too Many Puppies,0.487,0.905,2,-5.085,1,0.118,0.0248,9.34e-05,0.175,0.624,159.622,audio_features,30dxVfMjlhBY6fXo3ThhJM,spotify:track:30dxVfMjlhBY6fXo3ThhJM,https://api.spotify.com/v1/tracks/30dxVfMjlhBY6fXo3ThhJM,https://api.spotify.com/v1/audio-analysis/30dxVfMjlhBY6fXo3ThhJM,236827,4
695,Kermode,0.863,0.518,5,-8.208,0,0.0534,0.112,0.893,0.0698,0.649,130.004,audio_features,5023hlUywIKvLNlVUuHtFe,spotify:track:5023hlUywIKvLNlVUuHtFe,https://api.spotify.com/v1/tracks/5023hlUywIKvLNlVUuHtFe,https://api.spotify.com/v1/audio-analysis/5023hlUywIKvLNlVUuHtFe,101538,4
696,Breathe Deeper,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,audio_features,3LbZIhU0smEU5SUnxod4j4,spotify:track:3LbZIhU0smEU5SUnxod4j4,https://api.spotify.com/v1/tracks/3LbZIhU0smEU5SUnxod4j4,https://api.spotify.com/v1/audio-analysis/3LbZIhU0smEU5SUnxod4j4,372867,4
697,Dreams of a Samurai,0.387,0.674,0,-6.623,1,0.0597,0.0122,0.0129,0.102,0.277,139.751,audio_features,3Fb962k5BJZy1cmCLuKZJq,spotify:track:3Fb962k5BJZy1cmCLuKZJq,https://api.spotify.com/v1/tracks/3Fb962k5BJZy1cmCLuKZJq,https://api.spotify.com/v1/audio-analysis/3Fb962k5BJZy1cmCLuKZJq,369040,5
698,She's Thunderstorms,0.505,0.898,7,-4.906,1,0.0329,0.000518,0.00236,0.173,0.731,118.929,audio_features,5xw2cHVLw1rlDPp3cL9Zuv,spotify:track:5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/tracks/5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/audio-analysis/5xw2cHVLw1rlDPp3cL9Zuv,234920,4
699,positions,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4
700,"Call It Fate, Call It Karma",0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,audio_features,3Y4rUyw7XBCK6hGHCOt6rp,spotify:track:3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/tracks/3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/audio-analysis/3Y4rUyw7XBCK6hGHCOt6rp,204773,4
701,Your Love (Déjà Vu),0.854,0.671,7,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,audio_features,5DYD4zlGiFlkpLaf2Bk8Vl,spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl,https://api.spotify.com/v1/tracks/5DYD4zlGiFlkpLaf2Bk8Vl,https://api.spotify.com/v1/audio-analysis/5DYD4zlGiFlkpLaf2Bk8Vl,234372,4
702,Dancing Is The Best Revenge,0.857,0.762,1,-6.327,1,0.0535,0.00339,0.31,0.0643,0.804,120.01,audio_features,2PAn8J9dbmSnR4fLjpgehC,spotify:track:2PAn8J9dbmSnR4fLjpgehC,https://api.spotify.com/v1/tracks/2PAn8J9dbmSnR4fLjpgehC,https://api.spotify.com/v1/audio-analysis/2PAn8J9dbmSnR4fLjpgehC,281558,4
703,289,0.8,0.932,11,-2.15,1,0.195,0.127,0.000229,0.102,0.856,145.088,audio_features,3D3JbWONbyniJyY1GNOSd9,spotify:track:3D3JbWONbyniJyY1GNOSd9,https://api.spotify.com/v1/tracks/3D3JbWONbyniJyY1GNOSd9,https://api.spotify.com/v1/audio-analysis/3D3JbWONbyniJyY1GNOSd9,89105,4
704,19-2000 - Soulchild Remix,0.672,0.896,0,-3.986,1,0.0526,0.194,0.0,0.299,0.895,102.045,audio_features,1PpfeNl5uYRBhfFcig2Uz6,spotify:track:1PpfeNl5uYRBhfFcig2Uz6,https://api.spotify.com/v1/tracks/1PpfeNl5uYRBhfFcig2Uz6,https://api.spotify.com/v1/audio-analysis/1PpfeNl5uYRBhfFcig2Uz6,209387,4
705,Canción para Mi Muerte,0.455,0.518,0,-7.207,1,0.0339,0.26,0.0,0.375,0.24,107.141,audio_features,1Y87ySvB9mJljxhtcbJEkJ,spotify:track:1Y87ySvB9mJljxhtcbJEkJ,https://api.spotify.com/v1/tracks/1Y87ySvB9mJljxhtcbJEkJ,https://api.spotify.com/v1/audio-analysis/1Y87ySvB9mJljxhtcbJEkJ,244600,4
706,Misteriosamente Hoy,0.651,0.886,9,-4.9,1,0.0313,0.0818,0.000458,0.177,0.555,145.067,audio_features,5uaoc1ImgNE5QR9GJ3XZFt,spotify:track:5uaoc1ImgNE5QR9GJ3XZFt,https://api.spotify.com/v1/tracks/5uaoc1ImgNE5QR9GJ3XZFt,https://api.spotify.com/v1/audio-analysis/5uaoc1ImgNE5QR9GJ3XZFt,185898,4
707,Move on Up - Live,0.598,0.843,11,-8.05,0,0.0508,0.0138,0.767,0.297,0.706,140.624,audio_features,2Io0I8ppHexaXrvEI97l4Y,spotify:track:2Io0I8ppHexaXrvEI97l4Y,https://api.spotify.com/v1/tracks/2Io0I8ppHexaXrvEI97l4Y,https://api.spotify.com/v1/audio-analysis/2Io0I8ppHexaXrvEI97l4Y,300480,4
708,Hey Boy Hey Girl,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,audio_features,7kXmJwrZGIhDaLT9sNo3ut,spotify:track:7kXmJwrZGIhDaLT9sNo3ut,https://api.spotify.com/v1/tracks/7kXmJwrZGIhDaLT9sNo3ut,https://api.spotify.com/v1/audio-analysis/7kXmJwrZGIhDaLT9sNo3ut,290493,4
709,Like a Stone,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,audio_features,2MrWu3Gt6ucsOHC6eE8oLV,spotify:track:2MrWu3Gt6ucsOHC6eE8oLV,https://api.spotify.com/v1/tracks/2MrWu3Gt6ucsOHC6eE8oLV,https://api.spotify.com/v1/audio-analysis/2MrWu3Gt6ucsOHC6eE8oLV,293960,4
710,Ghosts,0.712,0.661,0,-5.632,1,0.0368,0.00244,1.73e-06,0.102,0.711,140.007,audio_features,6mTw2pGG9iRfGFYLthMmAa,spotify:track:6mTw2pGG9iRfGFYLthMmAa,https://api.spotify.com/v1/tracks/6mTw2pGG9iRfGFYLthMmAa,https://api.spotify.com/v1/audio-analysis/6mTw2pGG9iRfGFYLthMmAa,151964,4
711,Mini,0.492,0.841,0,-9.181,0,0.0904,0.729,0.00027,0.101,0.313,177.869,audio_features,6kND7UAXGZk2kfZbEWQ6e3,spotify:track:6kND7UAXGZk2kfZbEWQ6e3,https://api.spotify.com/v1/tracks/6kND7UAXGZk2kfZbEWQ6e3,https://api.spotify.com/v1/audio-analysis/6kND7UAXGZk2kfZbEWQ6e3,194907,4
712,Whatever - Radio Mix,0.616,0.733,0,-9.232,1,0.0333,0.00852,0.857,0.136,0.163,123.968,audio_features,51l65bYkpzuZ6cXVAO1XAB,spotify:track:51l65bYkpzuZ6cXVAO1XAB,https://api.spotify.com/v1/tracks/51l65bYkpzuZ6cXVAO1XAB,https://api.spotify.com/v1/audio-analysis/51l65bYkpzuZ6cXVAO1XAB,198947,4
713,Un amour au super u,0.684,0.535,2,-8.742,0,0.0309,0.41,0.00375,0.156,0.552,112.986,audio_features,1KYjLDMkBlfFSAPYL9w6oY,spotify:track:1KYjLDMkBlfFSAPYL9w6oY,https://api.spotify.com/v1/tracks/1KYjLDMkBlfFSAPYL9w6oY,https://api.spotify.com/v1/audio-analysis/1KYjLDMkBlfFSAPYL9w6oY,197522,4
714,For The Night (feat. Lil Baby & DaBaby),0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
715,Give Us The Love - Original Mix,0.654,0.838,8,-3.17,1,0.0249,0.00251,0.0,0.12,0.721,105.022,audio_features,5m4mS8VvLZOnY6MP83il9S,spotify:track:5m4mS8VvLZOnY6MP83il9S,https://api.spotify.com/v1/tracks/5m4mS8VvLZOnY6MP83il9S,https://api.spotify.com/v1/audio-analysis/5m4mS8VvLZOnY6MP83il9S,272000,4
716,Moonlight Serenade,0.228,0.263,3,-10.12,1,0.0275,0.896,0.317,0.103,0.224,83.903,audio_features,3HRMOZk689zaR3z6NpEdfu,spotify:track:3HRMOZk689zaR3z6NpEdfu,https://api.spotify.com/v1/tracks/3HRMOZk689zaR3z6NpEdfu,https://api.spotify.com/v1/audio-analysis/3HRMOZk689zaR3z6NpEdfu,204240,4
